Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:16019, gt.metaitem.01.16019.name
gregtech:gt.metaitem.01:16020, gt.metaitem.01.16020.name
gregtech:gt.metaitem.01:16025, gt.metaitem.01.16025.name
gregtech:gt.metaitem.01:16028, gt.metaitem.01.16028.name
gregtech:gt.metaitem.01:16029, gt.metaitem.01.16029.name
gregtech:gt.metaitem.01:16030, gt.metaitem.01.16030.name
gregtech:gt.metaitem.01:16031, gt.metaitem.01.16031.name
gregtech:gt.metaitem.01:16032, gt.metaitem.01.16032.name
gregtech:gt.metaitem.01:16033, gt.metaitem.01.16033.name
gregtech:gt.metaitem.01:16034, gt.metaitem.01.16034.name
gregtech:gt.metaitem.01:16035, gt.metaitem.01.16035.name
gregtech:gt.metaitem.01:16036, gt.metaitem.01.16036.name
gregtech:gt.metaitem.01:16037, gt.metaitem.01.16037.name
gregtech:gt.metaitem.01:16039, gt.metaitem.01.16039.name
gregtech:gt.metaitem.01:16045, gt.metaitem.01.16045.name
gregtech:gt.metaitem.01:16047, gt.metaitem.01.16047.name
gregtech:gt.metaitem.01:16048, gt.metaitem.01.16048.name
gregtech:gt.metaitem.01:16052, gt.metaitem.01.16052.name
gregtech:gt.metaitem.01:16054, gt.metaitem.01.16054.name
gregtech:gt.metaitem.01:16056, gt.metaitem.01.16056.name
gregtech:gt.metaitem.01:16057, gt.metaitem.01.16057.name
gregtech:gt.metaitem.01:16058, gt.metaitem.01.16058.name
gregtech:gt.metaitem.01:16062, gt.metaitem.01.16062.name
gregtech:gt.metaitem.01:16064, gt.metaitem.01.16064.name
gregtech:gt.metaitem.01:16065, gt.metaitem.01.16065.name
gregtech:gt.metaitem.01:16067, gt.metaitem.01.16067.name
gregtech:gt.metaitem.01:16070, gt.metaitem.01.16070.name
gregtech:gt.metaitem.01:16078, gt.metaitem.01.16078.name
gregtech:gt.metaitem.01:16080, gt.metaitem.01.16080.name
gregtech:gt.metaitem.01:16081, gt.metaitem.01.16081.name
gregtech:gt.metaitem.01:16083, gt.metaitem.01.16083.name
gregtech:gt.metaitem.01:16084, gt.metaitem.01.16084.name
gregtech:gt.metaitem.01:16085, gt.metaitem.01.16085.name
gregtech:gt.metaitem.01:16086, gt.metaitem.01.16086.name
gregtech:gt.metaitem.01:16089, gt.metaitem.01.16089.name
gregtech:gt.metaitem.01:16090, gt.metaitem.01.16090.name
gregtech:gt.metaitem.01:16096, gt.metaitem.01.16096.name
gregtech:gt.metaitem.01:16097, gt.metaitem.01.16097.name
gregtech:gt.metaitem.01:16098, gt.metaitem.01.16098.name
gregtech:gt.metaitem.01:16100, gt.metaitem.01.16100.name
gregtech:gt.metaitem.01:16101, gt.metaitem.01.16101.name
gregtech:gt.metaitem.01:16103, gt.metaitem.01.16103.name
gregtech:gt.metaitem.01:16129, gt.metaitem.01.16129.name
gregtech:gt.metaitem.01:16300, gt.metaitem.01.16300.name
gregtech:gt.metaitem.01:16301, gt.metaitem.01.16301.name
gregtech:gt.metaitem.01:16302, gt.metaitem.01.16302.name
gregtech:gt.metaitem.01:16303, gt.metaitem.01.16303.name
gregtech:gt.metaitem.01:16304, gt.metaitem.01.16304.name
gregtech:gt.metaitem.01:16305, gt.metaitem.01.16305.name
gregtech:gt.metaitem.01:16306, gt.metaitem.01.16306.name
gregtech:gt.metaitem.01:16307, gt.metaitem.01.16307.name
gregtech:gt.metaitem.01:16308, gt.metaitem.01.16308.name
gregtech:gt.metaitem.01:16309, gt.metaitem.01.16309.name
gregtech:gt.metaitem.01:16310, gt.metaitem.01.16310.name
gregtech:gt.metaitem.01:16311, gt.metaitem.01.16311.name
gregtech:gt.metaitem.01:16312, gt.metaitem.01.16312.name
gregtech:gt.metaitem.01:16313, gt.metaitem.01.16313.name
gregtech:gt.metaitem.01:16314, gt.metaitem.01.16314.name
gregtech:gt.metaitem.01:16315, gt.metaitem.01.16315.name
gregtech:gt.metaitem.01:16316, gt.metaitem.01.16316.name
gregtech:gt.metaitem.01:16317, gt.metaitem.01.16317.name
gregtech:gt.metaitem.01:16318, gt.metaitem.01.16318.name
gregtech:gt.metaitem.01:16319, gt.metaitem.01.16319.name
gregtech:gt.metaitem.01:16320, gt.metaitem.01.16320.name
gregtech:gt.metaitem.01:16321, gt.metaitem.01.16321.name
gregtech:gt.metaitem.01:16322, gt.metaitem.01.16322.name
gregtech:gt.metaitem.01:16324, gt.metaitem.01.16324.name
gregtech:gt.metaitem.01:16325, gt.metaitem.01.16325.name
gregtech:gt.metaitem.01:16326, gt.metaitem.01.16326.name
gregtech:gt.metaitem.01:16327, gt.metaitem.01.16327.name
gregtech:gt.metaitem.01:16328, gt.metaitem.01.16328.name
gregtech:gt.metaitem.01:16329, gt.metaitem.01.16329.name
gregtech:gt.metaitem.01:16330, gt.metaitem.01.16330.name
gregtech:gt.metaitem.01:16331, gt.metaitem.01.16331.name
gregtech:gt.metaitem.01:16332, gt.metaitem.01.16332.name
gregtech:gt.metaitem.01:16333, gt.metaitem.01.16333.name
gregtech:gt.metaitem.01:16334, gt.metaitem.01.16334.name
gregtech:gt.metaitem.01:16335, gt.metaitem.01.16335.name
gregtech:gt.metaitem.01:16336, gt.metaitem.01.16336.name
gregtech:gt.metaitem.01:16337, gt.metaitem.01.16337.name
gregtech:gt.metaitem.01:16338, gt.metaitem.01.16338.name
gregtech:gt.metaitem.01:16339, gt.metaitem.01.16339.name
gregtech:gt.metaitem.01:16340, gt.metaitem.01.16340.name
gregtech:gt.metaitem.01:16341, gt.metaitem.01.16341.name
gregtech:gt.metaitem.01:16342, gt.metaitem.01.16342.name
gregtech:gt.metaitem.01:16343, gt.metaitem.01.16343.name
gregtech:gt.metaitem.01:16344, gt.metaitem.01.16344.name
gregtech:gt.metaitem.01:16345, gt.metaitem.01.16345.name
gregtech:gt.metaitem.01:16346, gt.metaitem.01.16346.name
gregtech:gt.metaitem.01:16348, gt.metaitem.01.16348.name
gregtech:gt.metaitem.01:16349, gt.metaitem.01.16349.name
gregtech:gt.metaitem.01:16350, gt.metaitem.01.16350.name
gregtech:gt.metaitem.01:16351, gt.metaitem.01.16351.name
gregtech:gt.metaitem.01:16352, gt.metaitem.01.16352.name
gregtech:gt.metaitem.01:16353, gt.metaitem.01.16353.name
gregtech:gt.metaitem.01:16354, gt.metaitem.01.16354.name
gregtech:gt.metaitem.01:16355, gt.metaitem.01.16355.name
gregtech:gt.metaitem.01:16356, gt.metaitem.01.16356.name
gregtech:gt.metaitem.01:16357, gt.metaitem.01.16357.name
gregtech:gt.metaitem.01:16358, gt.metaitem.01.16358.name
gregtech:gt.metaitem.01:16359, gt.metaitem.01.16359.name
gregtech:gt.metaitem.01:16360, gt.metaitem.01.16360.name
gregtech:gt.metaitem.01:16362, gt.metaitem.01.16362.name
gregtech:gt.metaitem.01:16363, gt.metaitem.01.16363.name
gregtech:gt.metaitem.01:16364, gt.metaitem.01.16364.name
gregtech:gt.metaitem.01:16365, gt.metaitem.01.16365.name
gregtech:gt.metaitem.01:16366, gt.metaitem.01.16366.name
gregtech:gt.metaitem.01:16367, gt.metaitem.01.16367.name
gregtech:gt.metaitem.01:16368, gt.metaitem.01.16368.name
gregtech:gt.metaitem.01:16369, gt.metaitem.01.16369.name
gregtech:gt.metaitem.01:16370, gt.metaitem.01.16370.name
gregtech:gt.metaitem.01:16371, gt.metaitem.01.16371.name
gregtech:gt.metaitem.01:16372, gt.metaitem.01.16372.name
gregtech:gt.metaitem.01:16373, gt.metaitem.01.16373.name
gregtech:gt.metaitem.01:16374, gt.metaitem.01.16374.name
gregtech:gt.metaitem.01:16378, gt.metaitem.01.16378.name
gregtech:gt.metaitem.01:16379, gt.metaitem.01.16379.name
gregtech:gt.metaitem.01:16380, gt.metaitem.01.16380.name
gregtech:gt.metaitem.01:16389, gt.metaitem.01.16389.name
gregtech:gt.metaitem.01:16391, gt.metaitem.01.16391.name
gregtech:gt.metaitem.01:16392, gt.metaitem.01.16392.name
gregtech:gt.metaitem.01:16393, gt.metaitem.01.16393.name
gregtech:gt.metaitem.01:16401, gt.metaitem.01.16401.name
gregtech:gt.metaitem.01:16402, gt.metaitem.01.16402.name
gregtech:gt.metaitem.01:16416, gt.metaitem.01.16416.name
gregtech:gt.metaitem.01:16417, gt.metaitem.01.16417.name
gregtech:gt.metaitem.01:16418, gt.metaitem.01.16418.name
gregtech:gt.metaitem.01:16419, gt.metaitem.01.16419.name
gregtech:gt.metaitem.01:16420, gt.metaitem.01.16420.name
gregtech:gt.metaitem.01:16421, gt.metaitem.01.16421.name
gregtech:gt.metaitem.01:16426, gt.metaitem.01.16426.name
gregtech:gt.metaitem.01:16470, gt.metaitem.01.16470.name
gregtech:gt.metaitem.01:16472, gt.metaitem.01.16472.name
gregtech:gt.metaitem.01:16473, gt.metaitem.01.16473.name
gregtech:gt.metaitem.01:16490, gt.metaitem.01.16490.name
gregtech:gt.metaitem.01:16599, gt.metaitem.01.16599.name
gregtech:gt.metaitem.01:16610, gt.metaitem.01.16610.name
gregtech:gt.metaitem.01:16611, gt.metaitem.01.16611.name
gregtech:gt.metaitem.01:16613, gt.metaitem.01.16613.name
gregtech:gt.metaitem.01:16631, gt.metaitem.01.16631.name
gregtech:gt.metaitem.01:16770, gt.metaitem.01.16770.name
gregtech:gt.metaitem.01:16829, gt.metaitem.01.16829.name
gregtech:gt.metaitem.01:16884, gt.metaitem.01.16884.name
gregtech:gt.metaitem.01:16953, gt.metaitem.01.16953.name
gregtech:gt.metaitem.01:16966, gt.metaitem.01.16966.name
gregtech:gt.metaitem.01:16975, gt.metaitem.01.16975.name
gregtech:gt.metaitem.01:16976, gt.metaitem.01.16976.name
gregtech:gt.metaitem.01:16980, gt.metaitem.01.16980.name
gregtech:gt.metaitem.01:16981, gt.metaitem.01.16981.name
gregtech:gt.metaitem.01:16984, gt.metaitem.01.16984.name
gregtech:gt.metaitem.01:16985, gt.metaitem.01.16985.name
gregtech:gt.metaitem.01:16986, gt.metaitem.01.16986.name
gregtech:gt.metaitem.01:16987, gt.metaitem.01.16987.name
gregtech:gt.metaitem.01:16988, gt.metaitem.01.16988.name
gregtech:gt.metaitem.01:16989, gt.metaitem.01.16989.name
gregtech:gt.metaitem.01:16990, gt.metaitem.01.16990.name
gregtech:gt.metaitem.01:16991, gt.metaitem.01.16991.name
gregtech:gt.metaitem.01:16992, gt.metaitem.01.16992.name
gregtech:gt.metaitem.01:17006, gt.metaitem.01.17006.name
gregtech:gt.metaitem.01:17008, gt.metaitem.01.17008.name
gregtech:gt.metaitem.01:17010, gt.metaitem.01.17010.name
gregtech:gt.metaitem.01:17018, gt.metaitem.01.17018.name
gregtech:gt.metaitem.01:17019, gt.metaitem.01.17019.name
gregtech:gt.metaitem.01:17020, gt.metaitem.01.17020.name
gregtech:gt.metaitem.01:17025, gt.metaitem.01.17025.name
gregtech:gt.metaitem.01:17028, gt.metaitem.01.17028.name
gregtech:gt.metaitem.01:17029, gt.metaitem.01.17029.name
gregtech:gt.metaitem.01:17030, gt.metaitem.01.17030.name
gregtech:gt.metaitem.01:17031, gt.metaitem.01.17031.name
gregtech:gt.metaitem.01:17032, gt.metaitem.01.17032.name
gregtech:gt.metaitem.01:17033, gt.metaitem.01.17033.name
gregtech:gt.metaitem.01:17034, gt.metaitem.01.17034.name
gregtech:gt.metaitem.01:17035, gt.metaitem.01.17035.name
gregtech:gt.metaitem.01:17036, gt.metaitem.01.17036.name
gregtech:gt.metaitem.01:17037, gt.metaitem.01.17037.name
gregtech:gt.metaitem.01:17039, gt.metaitem.01.17039.name
gregtech:gt.metaitem.01:17045, gt.metaitem.01.17045.name
gregtech:gt.metaitem.01:17047, gt.metaitem.01.17047.name
gregtech:gt.metaitem.01:17048, gt.metaitem.01.17048.name
gregtech:gt.metaitem.01:17052, gt.metaitem.01.17052.name
gregtech:gt.metaitem.01:17054, gt.metaitem.01.17054.name
gregtech:gt.metaitem.01:17056, gt.metaitem.01.17056.name
gregtech:gt.metaitem.01:17057, gt.metaitem.01.17057.name
gregtech:gt.metaitem.01:17058, gt.metaitem.01.17058.name
gregtech:gt.metaitem.01:17062, gt.metaitem.01.17062.name
gregtech:gt.metaitem.01:17064, gt.metaitem.01.17064.name
gregtech:gt.metaitem.01:17065, gt.metaitem.01.17065.name
gregtech:gt.metaitem.01:17067, gt.metaitem.01.17067.name
gregtech:gt.metaitem.01:17070, gt.metaitem.01.17070.name
gregtech:gt.metaitem.01:17078, gt.metaitem.01.17078.name
gregtech:gt.metaitem.01:17080, gt.metaitem.01.17080.name
gregtech:gt.metaitem.01:17081, gt.metaitem.01.17081.name
gregtech:gt.metaitem.01:17083, gt.metaitem.01.17083.name
gregtech:gt.metaitem.01:17084, gt.metaitem.01.17084.name
gregtech:gt.metaitem.01:17085, gt.metaitem.01.17085.name
gregtech:gt.metaitem.01:17086, gt.metaitem.01.17086.name
gregtech:gt.metaitem.01:17089, gt.metaitem.01.17089.name
gregtech:gt.metaitem.01:17090, gt.metaitem.01.17090.name
gregtech:gt.metaitem.01:17096, gt.metaitem.01.17096.name
gregtech:gt.metaitem.01:17097, gt.metaitem.01.17097.name
gregtech:gt.metaitem.01:17098, gt.metaitem.01.17098.name
gregtech:gt.metaitem.01:17100, gt.metaitem.01.17100.name
gregtech:gt.metaitem.01:17101, gt.metaitem.01.17101.name
gregtech:gt.metaitem.01:17103, gt.metaitem.01.17103.name
gregtech:gt.metaitem.01:17129, gt.metaitem.01.17129.name
gregtech:gt.metaitem.01:17300, gt.metaitem.01.17300.name
gregtech:gt.metaitem.01:17301, gt.metaitem.01.17301.name
gregtech:gt.metaitem.01:17302, gt.metaitem.01.17302.name
gregtech:gt.metaitem.01:17303, gt.metaitem.01.17303.name
gregtech:gt.metaitem.01:17304, gt.metaitem.01.17304.name
gregtech:gt.metaitem.01:17305, gt.metaitem.01.17305.name
gregtech:gt.metaitem.01:17306, gt.metaitem.01.17306.name
gregtech:gt.metaitem.01:17307, gt.metaitem.01.17307.name
gregtech:gt.metaitem.01:17308, gt.metaitem.01.17308.name
gregtech:gt.metaitem.01:17309, gt.metaitem.01.17309.name
gregtech:gt.metaitem.01:17310, gt.metaitem.01.17310.name
gregtech:gt.metaitem.01:17311, gt.metaitem.01.17311.name
gregtech:gt.metaitem.01:17312, gt.metaitem.01.17312.name
gregtech:gt.metaitem.01:17313, gt.metaitem.01.17313.name
gregtech:gt.metaitem.01:17314, gt.metaitem.01.17314.name
gregtech:gt.metaitem.01:17315, gt.metaitem.01.17315.name
gregtech:gt.metaitem.01:17316, gt.metaitem.01.17316.name
gregtech:gt.metaitem.01:17317, gt.metaitem.01.17317.name
gregtech:gt.metaitem.01:17318, gt.metaitem.01.17318.name
gregtech:gt.metaitem.01:17319, gt.metaitem.01.17319.name
gregtech:gt.metaitem.01:17320, gt.metaitem.01.17320.name
gregtech:gt.metaitem.01:17321, gt.metaitem.01.17321.name
gregtech:gt.metaitem.01:17322, gt.metaitem.01.17322.name
gregtech:gt.metaitem.01:17324, gt.metaitem.01.17324.name
gregtech:gt.metaitem.01:17325, gt.metaitem.01.17325.name
gregtech:gt.metaitem.01:17326, gt.metaitem.01.17326.name
gregtech:gt.metaitem.01:17327, gt.metaitem.01.17327.name
gregtech:gt.metaitem.01:17328, gt.metaitem.01.17328.name
gregtech:gt.metaitem.01:17329, gt.metaitem.01.17329.name
gregtech:gt.metaitem.01:17330, gt.metaitem.01.17330.name
gregtech:gt.metaitem.01:17331, gt.metaitem.01.17331.name
gregtech:gt.metaitem.01:17332, gt.metaitem.01.17332.name
gregtech:gt.metaitem.01:17333, gt.metaitem.01.17333.name
gregtech:gt.metaitem.01:17334, gt.metaitem.01.17334.name
gregtech:gt.metaitem.01:17335, gt.metaitem.01.17335.name
gregtech:gt.metaitem.01:17336, gt.metaitem.01.17336.name
gregtech:gt.metaitem.01:17337, gt.metaitem.01.17337.name
gregtech:gt.metaitem.01:17338, gt.metaitem.01.17338.name
gregtech:gt.metaitem.01:17339, gt.metaitem.01.17339.name
gregtech:gt.metaitem.01:17340, gt.metaitem.01.17340.name
gregtech:gt.metaitem.01:17341, gt.metaitem.01.17341.name
gregtech:gt.metaitem.01:17342, gt.metaitem.01.17342.name
gregtech:gt.metaitem.01:17343, gt.metaitem.01.17343.name
gregtech:gt.metaitem.01:17344, gt.metaitem.01.17344.name
gregtech:gt.metaitem.01:17345, gt.metaitem.01.17345.name
gregtech:gt.metaitem.01:17346, gt.metaitem.01.17346.name
gregtech:gt.metaitem.01:17347, gt.metaitem.01.17347.name
gregtech:gt.metaitem.01:17348, gt.metaitem.01.17348.name
gregtech:gt.metaitem.01:17349, gt.metaitem.01.17349.name
gregtech:gt.metaitem.01:17350, gt.metaitem.01.17350.name
gregtech:gt.metaitem.01:17351, gt.metaitem.01.17351.name
gregtech:gt.metaitem.01:17352, gt.metaitem.01.17352.name
gregtech:gt.metaitem.01:17353, gt.metaitem.01.17353.name
gregtech:gt.metaitem.01:17354, gt.metaitem.01.17354.name
gregtech:gt.metaitem.01:17355, gt.metaitem.01.17355.name
gregtech:gt.metaitem.01:17356, gt.metaitem.01.17356.name
gregtech:gt.metaitem.01:17357, gt.metaitem.01.17357.name
gregtech:gt.metaitem.01:17358, gt.metaitem.01.17358.name
gregtech:gt.metaitem.01:17359, gt.metaitem.01.17359.name
gregtech:gt.metaitem.01:17360, gt.metaitem.01.17360.name
gregtech:gt.metaitem.01:17362, gt.metaitem.01.17362.name
gregtech:gt.metaitem.01:17363, gt.metaitem.01.17363.name
gregtech:gt.metaitem.01:17364, gt.metaitem.01.17364.name
gregtech:gt.metaitem.01:17365, gt.metaitem.01.17365.name
gregtech:gt.metaitem.01:17366, gt.metaitem.01.17366.name
gregtech:gt.metaitem.01:17367, gt.metaitem.01.17367.name
gregtech:gt.metaitem.01:17368, gt.metaitem.01.17368.name
gregtech:gt.metaitem.01:17369, gt.metaitem.01.17369.name
gregtech:gt.metaitem.01:17370, gt.metaitem.01.17370.name
gregtech:gt.metaitem.01:17371, gt.metaitem.01.17371.name
gregtech:gt.metaitem.01:17372, gt.metaitem.01.17372.name
gregtech:gt.metaitem.01:17373, gt.metaitem.01.17373.name
gregtech:gt.metaitem.01:17374, gt.metaitem.01.17374.name
gregtech:gt.metaitem.01:17378, gt.metaitem.01.17378.name
gregtech:gt.metaitem.01:17379, gt.metaitem.01.17379.name
gregtech:gt.metaitem.01:17380, gt.metaitem.01.17380.name
gregtech:gt.metaitem.01:17389, gt.metaitem.01.17389.name
gregtech:gt.metaitem.01:17391, gt.metaitem.01.17391.name
gregtech:gt.metaitem.01:17392, gt.metaitem.01.17392.name
gregtech:gt.metaitem.01:17393, gt.metaitem.01.17393.name
gregtech:gt.metaitem.01:17394, gt.metaitem.01.17394.name
gregtech:gt.metaitem.01:17395, gt.metaitem.01.17395.name
gregtech:gt.metaitem.01:17401, gt.metaitem.01.17401.name
gregtech:gt.metaitem.01:17402, gt.metaitem.01.17402.name
gregtech:gt.metaitem.01:17405, gt.metaitem.01.17405.name
gregtech:gt.metaitem.01:17412, gt.metaitem.01.17412.name
gregtech:gt.metaitem.01:17416, gt.metaitem.01.17416.name
gregtech:gt.metaitem.01:17417, gt.metaitem.01.17417.name
gregtech:gt.metaitem.01:17418, gt.metaitem.01.17418.name
gregtech:gt.metaitem.01:17419, gt.metaitem.01.17419.name
gregtech:gt.metaitem.01:17420, gt.metaitem.01.17420.name
gregtech:gt.metaitem.01:17421, gt.metaitem.01.17421.name
gregtech:gt.metaitem.01:17426, gt.metaitem.01.17426.name
gregtech:gt.metaitem.01:17470, gt.metaitem.01.17470.name
gregtech:gt.metaitem.01:17471, gt.metaitem.01.17471.name
gregtech:gt.metaitem.01:17472, gt.metaitem.01.17472.name
gregtech:gt.metaitem.01:17473, gt.metaitem.01.17473.name
gregtech:gt.metaitem.01:17490, gt.metaitem.01.17490.name
gregtech:gt.metaitem.01:17500, gt.metaitem.01.17500.name
gregtech:gt.metaitem.01:17501, gt.metaitem.01.17501.name
gregtech:gt.metaitem.01:17502, gt.metaitem.01.17502.name
gregtech:gt.metaitem.01:17503, gt.metaitem.01.17503.name
gregtech:gt.metaitem.01:17504, gt.metaitem.01.17504.name
gregtech:gt.metaitem.01:17505, gt.metaitem.01.17505.name
gregtech:gt.metaitem.01:17506, gt.metaitem.01.17506.name
gregtech:gt.metaitem.01:17507, gt.metaitem.01.17507.name
gregtech:gt.metaitem.01:17508, gt.metaitem.01.17508.name
gregtech:gt.metaitem.01:17509, gt.metaitem.01.17509.name
gregtech:gt.metaitem.01:17510, gt.metaitem.01.17510.name
gregtech:gt.metaitem.01:17511, gt.metaitem.01.17511.name
gregtech:gt.metaitem.01:17512, gt.metaitem.01.17512.name
gregtech:gt.metaitem.01:17513, gt.metaitem.01.17513.name
gregtech:gt.metaitem.01:17514, gt.metaitem.01.17514.name
gregtech:gt.metaitem.01:17515, gt.metaitem.01.17515.name
gregtech:gt.metaitem.01:17516, gt.metaitem.01.17516.name
gregtech:gt.metaitem.01:17520, gt.metaitem.01.17520.name
gregtech:gt.metaitem.01:17522, gt.metaitem.01.17522.name
gregtech:gt.metaitem.01:17523, gt.metaitem.01.17523.name
gregtech:gt.metaitem.01:17524, gt.metaitem.01.17524.name
gregtech:gt.metaitem.01:17525, gt.metaitem.01.17525.name
gregtech:gt.metaitem.01:17526, gt.metaitem.01.17526.name
gregtech:gt.metaitem.01:17527, gt.metaitem.01.17527.name
gregtech:gt.metaitem.01:17528, gt.metaitem.01.17528.name
gregtech:gt.metaitem.01:17530, gt.metaitem.01.17530.name
gregtech:gt.metaitem.01:17531, gt.metaitem.01.17531.name
gregtech:gt.metaitem.01:17532, gt.metaitem.01.17532.name
gregtech:gt.metaitem.01:17533, gt.metaitem.01.17533.name
gregtech:gt.metaitem.01:17534, gt.metaitem.01.17534.name
gregtech:gt.metaitem.01:17535, gt.metaitem.01.17535.name
gregtech:gt.metaitem.01:17536, gt.metaitem.01.17536.name
gregtech:gt.metaitem.01:17538, gt.metaitem.01.17538.name
gregtech:gt.metaitem.01:17540, gt.metaitem.01.17540.name
gregtech:gt.metaitem.01:17541, gt.metaitem.01.17541.name
gregtech:gt.metaitem.01:17542, gt.metaitem.01.17542.name
gregtech:gt.metaitem.01:17543, gt.metaitem.01.17543.name
gregtech:gt.metaitem.01:17544, gt.metaitem.01.17544.name
gregtech:gt.metaitem.01:17545, gt.metaitem.01.17545.name
gregtech:gt.metaitem.01:17599, gt.metaitem.01.17599.name
gregtech:gt.metaitem.01:17610, gt.metaitem.01.17610.name
gregtech:gt.metaitem.01:17611, gt.metaitem.01.17611.name
gregtech:gt.metaitem.01:17613, gt.metaitem.01.17613.name
gregtech:gt.metaitem.01:17631, gt.metaitem.01.17631.name
gregtech:gt.metaitem.01:17635, gt.metaitem.01.17635.name
gregtech:gt.metaitem.01:17636, gt.metaitem.01.17636.name
gregtech:gt.metaitem.01:17649, gt.metaitem.01.17649.name
gregtech:gt.metaitem.01:17770, gt.metaitem.01.17770.name
gregtech:gt.metaitem.01:17804, gt.metaitem.01.17804.name
gregtech:gt.metaitem.01:17809, gt.metaitem.01.17809.name
gregtech:gt.metaitem.01:17810, gt.metaitem.01.17810.name
gregtech:gt.metaitem.01:17811, gt.metaitem.01.17811.name
gregtech:gt.metaitem.01:17812, gt.metaitem.01.17812.name
gregtech:gt.metaitem.01:17829, gt.metaitem.01.17829.name
gregtech:gt.metaitem.01:17849, gt.metaitem.01.17849.name
gregtech:gt.metaitem.01:17850, gt.metaitem.01.17850.name
gregtech:gt.metaitem.01:17874, gt.metaitem.01.17874.name
gregtech:gt.metaitem.01:17880, gt.metaitem.01.17880.name
gregtech:gt.metaitem.01:17884, gt.metaitem.01.17884.name
gregtech:gt.metaitem.01:17889, gt.metaitem.01.17889.name
gregtech:gt.metaitem.01:17890, gt.metaitem.01.17890.name
gregtech:gt.metaitem.01:17947, gt.metaitem.01.17947.name
gregtech:gt.metaitem.01:17953, gt.metaitem.01.17953.name
gregtech:gt.metaitem.01:17966, gt.metaitem.01.17966.name
gregtech:gt.metaitem.01:17975, gt.metaitem.01.17975.name
gregtech:gt.metaitem.01:17976, gt.metaitem.01.17976.name
gregtech:gt.metaitem.01:17980, gt.metaitem.01.17980.name
gregtech:gt.metaitem.01:17981, gt.metaitem.01.17981.name
gregtech:gt.metaitem.01:17984, gt.metaitem.01.17984.name
gregtech:gt.metaitem.01:17985, gt.metaitem.01.17985.name
gregtech:gt.metaitem.01:17986, gt.metaitem.01.17986.name
gregtech:gt.metaitem.01:17987, gt.metaitem.01.17987.name
gregtech:gt.metaitem.01:17988, gt.metaitem.01.17988.name
gregtech:gt.metaitem.01:17989, gt.metaitem.01.17989.name
gregtech:gt.metaitem.01:17990, gt.metaitem.01.17990.name
gregtech:gt.metaitem.01:17991, gt.metaitem.01.17991.name
gregtech:gt.metaitem.01:17992, gt.metaitem.01.17992.name
gregtech:gt.metaitem.01:18006, gt.metaitem.01.18006.name
gregtech:gt.metaitem.01:18008, gt.metaitem.01.18008.name
gregtech:gt.metaitem.01:18010, gt.metaitem.01.18010.name
gregtech:gt.metaitem.01:18018, gt.metaitem.01.18018.name
gregtech:gt.metaitem.01:18019, gt.metaitem.01.18019.name
gregtech:gt.metaitem.01:18020, gt.metaitem.01.18020.name
gregtech:gt.metaitem.01:18025, gt.metaitem.01.18025.name
gregtech:gt.metaitem.01:18028, gt.metaitem.01.18028.name
gregtech:gt.metaitem.01:18029, gt.metaitem.01.18029.name
gregtech:gt.metaitem.01:18030, gt.metaitem.01.18030.name
gregtech:gt.metaitem.01:18031, gt.metaitem.01.18031.name
gregtech:gt.metaitem.01:18032, gt.metaitem.01.18032.name
gregtech:gt.metaitem.01:18033, gt.metaitem.01.18033.name
gregtech:gt.metaitem.01:18034, gt.metaitem.01.18034.name
gregtech:gt.metaitem.01:18035, gt.metaitem.01.18035.name
gregtech:gt.metaitem.01:18036, gt.metaitem.01.18036.name
gregtech:gt.metaitem.01:18037, gt.metaitem.01.18037.name
gregtech:gt.metaitem.01:18039, gt.metaitem.01.18039.name
gregtech:gt.metaitem.01:18045, gt.metaitem.01.18045.name
gregtech:gt.metaitem.01:18047, gt.metaitem.01.18047.name
gregtech:gt.metaitem.01:18048, gt.metaitem.01.18048.name
gregtech:gt.metaitem.01:18052, gt.metaitem.01.18052.name
gregtech:gt.metaitem.01:18054, gt.metaitem.01.18054.name
gregtech:gt.metaitem.01:18056, gt.metaitem.01.18056.name
gregtech:gt.metaitem.01:18057, gt.metaitem.01.18057.name
gregtech:gt.metaitem.01:18058, gt.metaitem.01.18058.name
gregtech:gt.metaitem.01:18062, gt.metaitem.01.18062.name
gregtech:gt.metaitem.01:18064, gt.metaitem.01.18064.name
gregtech:gt.metaitem.01:18065, gt.metaitem.01.18065.name
gregtech:gt.metaitem.01:18067, gt.metaitem.01.18067.name
gregtech:gt.metaitem.01:18070, gt.metaitem.01.18070.name
gregtech:gt.metaitem.01:18078, gt.metaitem.01.18078.name
gregtech:gt.metaitem.01:18080, gt.metaitem.01.18080.name
gregtech:gt.metaitem.01:18081, gt.metaitem.01.18081.name
gregtech:gt.metaitem.01:18083, gt.metaitem.01.18083.name
gregtech:gt.metaitem.01:18084, gt.metaitem.01.18084.name
gregtech:gt.metaitem.01:18085, gt.metaitem.01.18085.name
gregtech:gt.metaitem.01:18086, gt.metaitem.01.18086.name
gregtech:gt.metaitem.01:18089, gt.metaitem.01.18089.name
gregtech:gt.metaitem.01:18090, gt.metaitem.01.18090.name
gregtech:gt.metaitem.01:18096, gt.metaitem.01.18096.name
gregtech:gt.metaitem.01:18097, gt.metaitem.01.18097.name
gregtech:gt.metaitem.01:18098, gt.metaitem.01.18098.name
